family,setting,method,num_seeds,final_acc,final_acc_std,best_acc,best_acc_std,final_loss,final_loss_std,best_loss,best_loss_std,source
CIFAR-10 ResNet18,Label-Sorted,AsyncSAM+RMS,10,92.17500000000001,0.3206321880285899,92.287,0.3197827387461681,0.3424416778564453,0.007597753332218103,0.3062178038024902,0.010208765479835971,cifar10_resnet18_validation
CIFAR-10 ResNet18,Label-Sorted,AsyncSGD,10,89.026,0.3030247514642996,89.196,0.27244081926172464,0.45295282440185547,0.012687150489348086,0.39662782501220706,0.006687292348572675,cifar10_resnet18_validation
CIFAR-10 ResNet18,Label-Sorted,FedAsync,10,89.203,0.1774852106514797,89.33899999999998,0.20151674868358196,0.45039395202636723,0.014019352306791978,0.39795512695312507,0.006520768093115139,cifar10_resnet18_validation
CIFAR-10 ResNet18,Label-Sorted,FedBuff,10,87.249,1.7020132196901407,88.90799999999999,0.25218247361781354,0.4568073681640625,0.07568595249358318,0.3729548455810547,0.006900922974025837,cifar10_resnet18_validation
CIFAR-10 ResNet18,Label-Sorted,FADAS,10,85.15299999999999,1.0093369110460608,86.23400000000001,0.6629509785798623,0.45221085235595704,0.028837162832340463,0.4204520355224609,0.019284538911174976,added_baselines
CIFAR-10 ResNet18,Label-Sorted,CA2FL,10,61.251999999999995,2.1330625869861377,62.863,2.4890924048737095,1.086879541015625,0.05591533730636908,1.047895047607422,0.06850426551394438,added_baselines
CIFAR-10 ResNet18,Label-Sorted,AsyncSGD constant,10,89.237,0.19010786411929342,89.314,0.21818340908510905,0.44686327758789063,0.009330618255942771,0.3979284469604492,0.008459106580911998,added_baselines
CIFAR-10 ResNet18,High Delay,AsyncSAM+RMS,10,92.312,0.19988996973335155,92.386,0.18639742487491506,0.34319304519653315,0.011525363850428618,0.3081451148986816,0.007682988471265477,cifar10_resnet18_validation
CIFAR-10 ResNet18,High Delay,AsyncSGD,10,89.881,0.29214551168895264,89.951,0.2856378826416413,0.4421185006713867,0.014322102443671677,0.3829566195678712,0.012674212695403366,cifar10_resnet18_validation
CIFAR-10 ResNet18,High Delay,FedAsync,10,89.877,0.2766242939439672,90.0,0.2421569738826468,0.4384546676635742,0.01786722315843054,0.37544418243408206,0.010142495452026877,cifar10_resnet18_validation
CIFAR-10 ResNet18,High Delay,FedBuff,10,88.183,0.6762255540868016,88.88399999999999,0.3103932988967372,0.4251891873168946,0.029845595546863838,0.37610575164794924,0.011972454861129071,cifar10_resnet18_validation
CIFAR-10 ResNet18,High Delay,FADAS,10,85.56,0.7306846104852657,86.127,0.4369679622123361,0.44966755126953123,0.024665628861985946,0.42544507202148435,0.013722436859584833,added_baselines
CIFAR-10 ResNet18,High Delay,CA2FL,10,59.364000000000004,3.289052143095333,62.166000000000004,1.5376033298611183,1.1491497363281251,0.10067230733570624,1.0660565246582032,0.040045450948729897,added_baselines
CIFAR-10 ResNet18,High Delay,AsyncSGD constant,10,89.80499999999999,0.1807346120697416,89.913,0.15303921066184556,0.4420579205322266,0.012432499550294334,0.3805730416870117,0.009785938732453623,added_baselines
CIFAR-10 ResNet18,20 Workers T3/E200,AsyncSAM+RMS,10,83.755,0.5563497101643883,83.94500000000001,0.5749999999999996,0.5083095141601562,0.013382469707726266,0.5036967120361328,0.012914961099502124,cifar10_resnet18_workers20_t3e200
CIFAR-10 ResNet18,20 Workers T3/E200,AsyncSGD,10,75.547,0.828034419574456,75.765,0.7720395067611503,0.7072261999511719,0.02257708717041635,0.7035829016113281,0.02252887537108295,cifar10_resnet18_workers20_t3e200
CIFAR-10 ResNet18,20 Workers T3/E200,FedAsync,10,75.567,0.7759903349913594,75.747,0.7907724072070306,0.7076883807373047,0.02174484451347992,0.7040011340332033,0.021741007190291903,cifar10_resnet18_workers20_t3e200
CIFAR-10 ResNet18,20 Workers T3/E200,FedBuff,10,73.262,7.232853931886086,79.154,0.949222840011768,0.8224668743896485,0.28142956697591504,0.614096484375,0.028815589367304658,cifar10_resnet18_workers20_t3e200
CIFAR-10 ResNet18,20 Workers T3/E200,FADAS,10,76.879,2.1492112506684866,79.205,1.8173125763060132,0.6801379736328125,0.05482397776860846,0.6159334265136719,0.04776680662995365,added_baselines
CIFAR-10 ResNet18,20 Workers T3/E200,CA2FL,10,73.53,4.683789064422093,79.213,1.1096850904648587,0.8420461651611328,0.20726336903529918,0.6137942895507813,0.03242655950263765,added_baselines
CIFAR-10 ResNet18,20 Workers T3/E200,AsyncSGD constant,10,85.074,0.7556877662103585,85.333,0.7258794665783046,0.48344177947998046,0.021047667974876966,0.4756085614013672,0.020563485689726824,added_baselines
CIFAR-10 ResNet32,Base IID,AsyncSAM+RMS,10,89.718,0.3483618808078738,89.82300000000001,0.3299712108654349,0.3450009985351562,0.011054260043450986,0.3346922338867187,0.010992223120050023,cifar10_resnet32
CIFAR-10 ResNet32,Base IID,AsyncSGD,10,87.12800000000001,0.201236179649684,87.225,0.23741314201197652,0.4247558181762695,0.008246801134411048,0.41309195861816406,0.008900939385878765,cifar10_resnet32
CIFAR-10 ResNet32,Base IID,FedAsync,10,86.89,0.3212164379355451,87.11999999999999,0.3396468754456599,0.4285253704833984,0.009430039668995171,0.41632620361328126,0.010386534681561164,cifar10_resnet32
CIFAR-10 ResNet32,Base IID,FedBuff,10,84.817,0.9836366198957849,85.813,0.5557346489107889,0.4593649145507812,0.03348410248363364,0.42690016235351563,0.016515525745026644,cifar10_resnet32
CIFAR-10 ResNet32,Base IID,FADAS,10,83.67399999999999,0.7453884893127872,84.565,0.3700067566950613,0.49582510925292966,0.026050280183246028,0.4643357781982422,0.01195660151354491,added_baselines
CIFAR-10 ResNet32,Base IID,CA2FL,10,56.58,3.971407810839877,59.508,2.1495850762414594,1.2458813452148436,0.1476243848180441,1.1349793811035156,0.0582524332110923,added_baselines
CIFAR-10 ResNet32,Base IID,AsyncSGD constant,10,87.134,0.41470953690504797,87.281,0.45025437254956224,0.42055303161621094,0.013246093417276871,0.41232175384521486,0.012042193776599626,added_baselines
CIFAR-10 ResNet32,Label-Sorted,AsyncSAM+RMS,10,89.832,0.2363810483097136,89.956,0.21583326898325805,0.34105221099853517,0.009192314582763714,0.33393085021972657,0.007337199990633552,cifar10_resnet32
CIFAR-10 ResNet32,Label-Sorted,AsyncSGD,10,86.793,0.35321523183464176,86.99999999999999,0.30083217912982774,0.4338791455078125,0.0069022372815180566,0.4247698226928711,0.006781247929856103,cifar10_resnet32
CIFAR-10 ResNet32,Label-Sorted,FedAsync,10,86.65799999999999,0.4423754061880019,86.82300000000001,0.39550094816574083,0.43728545410156255,0.011104913915246048,0.42535683593749996,0.006887882112843416,cifar10_resnet32
CIFAR-10 ResNet32,Label-Sorted,FedBuff,10,83.248,1.8307801615704693,85.733,0.46281853895452246,0.516296655883789,0.06206690860799469,0.4319448696899414,0.014058763225355984,cifar10_resnet32
CIFAR-10 ResNet32,Label-Sorted,FADAS,10,83.229,1.1237388486654722,84.578,0.3855074577748136,0.5113258215332032,0.042638037100821154,0.4623254364013672,0.011275186051234804,added_baselines
